target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,113,113,188,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.4623325999999,k,k,1,0.9852870999998231,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,114,114,9,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.4501480000001,None,None,1,1.5177189999999428,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,115,115,94,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1316.9763665000003,None,None,1,1.512021300000015,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,116,116,27,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.4895061,k,k,1,0.9247538999998142,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,117,117,178,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.4122242,k,k,1,0.9394172000002072,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,118,118,83,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1323.3648776000002,k,k,1,1.1212728999998944,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,119,119,213,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325.4921114,k,k,1,0.9793458999997711,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,120,120,97,0,0,0,0,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.9823391000002,1329.9823391000002,1329.9823391000002,1329.9823391000002,None,,,,,,,,,,,,,,,,,1327.4685585,None,None,1,1.5206631999999445,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,120,120,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,121,121,126,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0061883,None,None,1,1.5134840000000622,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,122,122,158,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.522607,k,k,1,0.8269042000001718,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,123,123,215,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.3545864,None,None,1,1.517796200000248,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,124,124,211,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.8706370000002,None,None,1,1.5222678999998607,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,125,125,46,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.3980666999998,k,k,1,0.9875873000000865,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,126,126,95,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.3997543000003,None,None,1,1.5174160999999913,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,127,127,198,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.9095450000002,None,None,1,1.5155691999998453,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,128,128,98,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1406.4277138999998,k,k,1,1.2887141999999585,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,129,129,128,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1408.7263068,k,k,1,0.7684739999999692,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,130,130,21,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.4913045,None,None,1,1.5214458999998897,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,131,131,100,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0164203000002,k,k,1,0.7994098999997732,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,132,132,110,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.8226860000002,None,None,1,1.5134783000003154,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,133,133,54,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.3337571,None,None,1,1.51287050000019,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,134,134,81,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.8498604,None,None,1,1.5237769999998818,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,135,135,90,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.3769081000003,None,None,1,1.5170226999998704,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,136,136,228,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.8948899,k,k,1,1.0400614000000132,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,137,137,194,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.9381707,None,None,1,1.5089333000000806,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,138,138,149,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.4456305,None,None,1,1.5115631999997277,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,139,139,131,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.9597445000002,None,None,1,1.5142124000003605,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,140,140,85,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434.4767599,None,k,0,1.1868273000000045,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,141,141,214,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1437.7214313000002,k,k,1,1.305930100000296,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,142,142,2,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.0169635999998,k,k,1,3.893918499999927,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,143,143,8,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.9431593000002,None,None,1,1.5208271999999852,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,144,144,181,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.4643757000001,None,None,1,1.5072448999999324,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,145,145,209,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.9740346,k,k,1,1.0820065999996586,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,146,146,130,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453.0592405,k,k,1,1.3535729000000174,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,147,147,148,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.4253231999999,None,None,1,1.5216937999998663,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,148,148,108,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.9477180000001,None,None,1,1.5256716000003507,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,149,149,132,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.4754389000002,None,None,1,1.116176500000165,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,150,150,164,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462.602373,k,k,1,1.4998633999998674,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,151,151,173,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.1060421999998,k,k,1,1.2950015999999778,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,152,152,112,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.3983583000002,None,None,1,1.527118800000153,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,153,153,154,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.9234129,None,None,1,1.512261600000329,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,154,154,31,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.439849,None,None,1,1.5280502000000524,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,155,155,75,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.9745568,None,None,1,1.5215828999998848,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,156,156,232,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.4981092,None,None,1,1.5171090999997432,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,157,157,218,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.0176548000002,None,None,1,1.511762699999963,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,158,158,229,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.535736,None,None,1,1.5151390999999421,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,159,159,220,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.0523768,None,None,1,1.5278007000001708,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,160,160,193,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.5824003999999,None,None,1,1.5295892999997704,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,161,161,123,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.1157465,None,None,1,1.5078363000002355,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,162,162,224,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.6283645,None,None,1,1.5254697000000306,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,163,163,66,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.1518799000003,None,None,1,1.5220604999999523,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,164,164,185,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.6792728000003,None,None,1,1.5166064999998525,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,165,165,189,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.1990417,None,None,1,1.5133766000003561,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,166,166,33,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502.7172059000002,None,None,1,1.5170898000001216,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,167,167,84,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.2362854,k,k,1,1.5534069999998792,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,168,168,30,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508.8229429,k,k,1,1.0896538000001783,None,0,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,169,169,114,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.9202935,None,None,1,1.5056386000001112,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,170,170,150,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.4246196000001,None,None,1,1.5278210999999828,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,171,171,146,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1515.9549711000002,None,None,1,1.5269647999998597,None,1,,,,,,,,,,324,2023-03-15_15h09.51.237,Main,2022.2.2,59.58523906787591,
