distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,exp_end_key.rt,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,204,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1480.5785621999967,1480.5785621999967,1480.5785621999967,1480.5785621999967,1481.5598024999927,1481.6221115999942,l,l,1,0.9029898000007961,1482.4853989999974,1482.4853989999974,1482.4853989999974,1482.4853989999974,1482.4853989999974,1482.4853989999974,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,205,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1482.4853989999974,1482.4853989999974,1482.4853989999974,1482.4853989999974,1483.4705555999972,1483.5007710999926,l,l,1,0.8101341000001412,1484.2985437999887,1484.2985437999887,1484.2985437999887,1484.2985437999887,1484.2985437999887,1484.2985437999887,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,206,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1484.2985437999887,1484.2985437999887,1484.2985437999887,1484.2985437999887,1485.2865265,1485.3169669999916,j,j,1,0.7605948999989778,1486.0592933000007,1486.0592933000007,1486.0592933000007,1486.0592933000007,1486.0592933000007,1486.0592933000007,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,207,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1486.0592933000007,1486.0592933000007,1486.0592933000007,1486.0592933000007,1487.0409115999937,1487.1072576000006,l,l,1,0.8793384000018705,1487.9399062000011,1487.9399062000011,1487.9399062000011,1487.9399062000011,1487.9399062000011,1487.9399062000011,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,208,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1487.9399062000011,1487.9399062000011,1487.9399062000011,1487.9399062000011,1488.932177499999,1488.9660132999998,j,j,1,0.8371966999984579,1489.7808434999897,1489.7808434999897,1489.7808434999897,1489.7808434999897,1489.7808434999897,1489.7808434999897,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,209,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1489.7808434999897,1489.7808434999897,1489.7808434999897,1489.7808434999897,1490.7542057999963,1490.815887699995,k,k,1,0.6994087999919429,1491.482224099993,1491.482224099993,1491.482224099993,1491.482224099993,1491.482224099993,1491.482224099993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,210,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1491.482224099993,1491.482224099993,1491.482224099993,1491.482224099993,1492.4808224000008,1492.517680799996,l,l,1,0.885065599999507,1493.3725641999918,1493.3725641999918,1493.3725641999918,1493.3725641999918,1493.3725641999918,1493.3725641999918,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,211,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1493.3725641999918,1493.3725641999918,1493.3725641999918,1493.3725641999918,1494.3637734999938,1494.3938382999913,j,j,1,0.8928982000070391,1495.2671386000002,1495.2671386000002,1495.2671386000002,1495.2671386000002,1495.2671386000002,1495.2671386000002,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,212,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1495.2671386000002,1495.2671386000002,1495.2671386000002,1495.2671386000002,1496.2467677999957,1496.309011499994,k,k,1,0.9069553000008455,1497.1823290999891,1497.1823290999891,1497.1823290999891,1497.1823290999891,1497.1823290999891,1497.1823290999891,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,213,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1497.1823290999891,1497.1823290999891,1497.1823290999891,1497.1823290999891,1498.1806750999967,1498.2209583999938,j,j,1,0.9373965999984648,1499.123167999991,1499.123167999991,1499.123167999991,1499.123167999991,1499.123167999991,1499.123167999991,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,214,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1499.123167999991,1499.123167999991,1499.123167999991,1499.123167999991,1500.1131004999916,1500.1475650999928,k,k,1,0.73842130000412,1500.8588221999962,1500.8588221999962,1500.8588221999962,1500.8588221999962,1500.8588221999962,1500.8588221999962,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,215,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1500.8588221999962,1500.8588221999962,1500.8588221999962,1500.8588221999962,1501.8602189999947,1501.8927757999918,j,j,1,0.8264897000044584,1502.69158839999,1502.69158839999,1502.69158839999,1502.69158839999,1502.69158839999,1502.69158839999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,216,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1502.69158839999,1502.69158839999,1502.69158839999,1502.69158839999,1503.6758076999977,1503.7092815999931,l,l,1,0.8376166999951238,1504.5330159999867,1504.5330159999867,1504.5330159999867,1504.5330159999867,1504.5330159999867,1504.5330159999867,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,217,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,negative,1504.5330159999867,1504.5330159999867,1504.5330159999867,1504.5330159999867,1505.5183082000003,1505.5478440000006,l,l,1,0.9707124999986263,1506.5015840999986,1506.5015840999986,1506.5015840999986,1506.5015840999986,1506.5015840999986,1506.5015840999986,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,218,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1506.5015840999986,1506.5015840999986,1506.5015840999986,1506.5015840999986,1507.5011030999885,1507.5318342999963,k,k,1,0.8339965000050142,1508.3451644999877,1508.3451644999877,1508.3451644999877,1508.3451644999877,1508.3451644999877,1508.3451644999877,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,219,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1508.3451644999877,1508.3451644999877,1508.3451644999877,1508.3451644999877,1509.3357006999868,1509.3673673999874,j,j,1,0.7582525999896461,1510.106714900001,1510.106714900001,1510.106714900001,1510.106714900001,1510.106714900001,1510.106714900001,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,220,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1510.106714900001,1510.106714900001,1510.106714900001,1510.106714900001,1511.090804499996,1511.1193663999875,k,k,1,0.757007700012764,1511.8739783999918,1511.8739783999918,1511.8739783999918,1511.8739783999918,1511.8739783999918,1511.8739783999918,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,221,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1511.8739783999918,1511.8739783999918,1511.8739783999918,1511.8739783999918,1512.8487215999921,1512.9329007999913,l,l,1,0.8143156999867642,1513.6828903999995,1513.6828903999995,1513.6828903999995,1513.6828903999995,1513.6828903999995,1513.6828903999995,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,222,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1513.6828903999995,1513.6828903999995,1513.6828903999995,1513.6828903999995,1514.674766199998,1514.703860499998,k,k,1,0.7965886000019964,1515.4820800999878,1515.4820800999878,1515.4820800999878,1515.4820800999878,1515.4820800999878,1515.4820800999878,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,223,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,negative,1515.4820800999878,1515.4820800999878,1515.4820800999878,1515.4820800999878,1516.4720526999881,1516.5025947999966,l,l,1,0.7602435000007972,1517.2448920999886,1517.2448920999886,1517.2448920999886,1517.2448920999886,1517.2448920999886,1517.2448920999886,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,224,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1517.2448920999886,1517.2448920999886,1517.2448920999886,1517.2448920999886,1518.225790299999,1518.2860823999945,l,l,1,0.8063392999902135,1519.0598712999927,1519.0598712999927,1519.0598712999927,1519.0598712999927,1519.0598712999927,1519.0598712999927,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,225,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,neutral,1519.0598712999927,1519.0598712999927,1519.0598712999927,1519.0598712999927,1520.0536360999977,1520.0837395999988,k,k,1,0.75456220000342,1520.8191966999875,1520.8191966999875,1520.8191966999875,1520.8191966999875,1520.8191966999875,1520.8191966999875,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,226,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,positive,1520.8191966999875,1520.8191966999875,1520.8191966999875,1520.8191966999875,1521.8134722999966,1521.8449339999934,j,j,1,0.8388943000027211,1522.6538618999912,1522.6538618999912,1522.6538618999912,1522.6538618999912,1522.6538618999912,1522.6538618999912,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,227,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1522.6538618999912,1522.6538618999912,1522.6538618999912,1522.6538618999912,1523.6395164999994,1523.6708186999895,j,j,1,0.8155009999900358,1524.476380299995,1524.476380299995,1524.476380299995,1524.476380299995,1524.476380299995,1524.476380299995,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,228,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1524.476380299995,1524.476380299995,1524.476380299995,1524.476380299995,1525.4746010999952,1525.504683799998,j,j,1,0.7036183000018355,1526.186058899999,1526.186058899999,1526.186058899999,1526.186058899999,1526.186058899999,1526.186058899999,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,229,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1526.186058899999,1526.186058899999,1526.186058899999,1526.186058899999,1527.1839261999994,1527.212986899991,k,k,1,0.7621245000045747,1527.9498458999878,1527.9498458999878,1527.9498458999878,1527.9498458999878,1527.9498458999878,1527.9498458999878,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,230,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1527.9498458999878,1527.9498458999878,1527.9498458999878,1527.9498458999878,1528.9197883999877,1528.984768899987,j,j,1,0.7963449000089895,1529.752191099993,1529.752191099993,1529.752191099993,1529.752191099993,1529.752191099993,1529.752191099993,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,231,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1529.752191099993,1529.752191099993,1529.752191099993,1529.752191099993,1530.744532599987,1530.774531499992,j,j,1,0.7900784999947064,1531.5535412999889,1531.5535412999889,1531.5535412999889,1531.5535412999889,1531.5535412999889,1531.5535412999889,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,232,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1531.5535412999889,1531.5535412999889,1531.5535412999889,1531.5535412999889,1532.529935300001,1532.5973024999985,k,k,1,0.7049924000020837,1533.2571544999955,1533.2571544999955,1533.2571544999955,1533.2571544999955,1533.2571544999955,1533.2571544999955,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,233,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1533.2571544999955,1533.2571544999955,1533.2571544999955,1533.2571544999955,1534.2522232999909,1534.2812855999946,l,l,1,0.7796214999980293,1535.038283899994,1535.038283899994,1535.038283899994,1535.038283899994,1535.038283899994,1535.038283899994,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,234,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1535.038283899994,1535.038283899994,1535.038283899994,1535.038283899994,1536.0088730999996,1536.0677751999901,j,j,1,0.7120572000130778,1536.752502999996,1536.752502999996,1536.752502999996,1536.752502999996,1536.752502999996,1536.752502999996,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,235,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1536.752502999996,1536.752502999996,1536.752502999996,1536.752502999996,1537.7259771999961,1537.7882422999974,l,l,1,0.9137018999899738,1538.6700011999928,1538.6700011999928,1538.6700011999928,1538.6700011999928,1538.6700011999928,1538.6700011999928,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,236,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1538.6700011999928,1538.6700011999928,1538.6700011999928,1538.6700011999928,1539.6523174999893,1539.7147173999983,l,l,1,0.85949729999993,1540.5390240999986,1540.5390240999986,1540.5390240999986,1540.5390240999986,1540.5390240999986,1540.5390240999986,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,237,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1540.5390240999986,1540.5390240999986,1540.5390240999986,1540.5390240999986,1541.5360316999868,1541.5671566999954,j,j,1,0.7750577999977395,1542.3161354999902,1542.3161354999902,1542.3161354999902,1542.3161354999902,1542.3161354999902,1542.3161354999902,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,238,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1542.3161354999902,1542.3161354999902,1542.3161354999902,1542.3161354999902,1543.3084139999992,1543.3395866999927,k,k,1,0.7549757000087993,1544.077830899987,1544.077830899987,1544.077830899987,1544.077830899987,1544.077830899987,1544.077830899987,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,239,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,neutral,1544.077830899987,1544.077830899987,1544.077830899987,1544.077830899987,1545.0704971999949,1545.1007329999993,k,k,1,0.676393999994616,1545.7557679999882,1545.7557679999882,1545.7557679999882,1545.7557679999882,1545.7557679999882,1545.7557679999882,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,240,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1545.7557679999882,1545.7557679999882,1545.7557679999882,1545.7557679999882,1546.735283499991,1546.798410599993,k,k,1,0.8702974000043469,1547.6284892999975,1547.6284892999975,1547.6284892999975,1547.6284892999975,1547.6284892999975,1547.6284892999975,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,241,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,positive,1547.6284892999975,1547.6284892999975,1547.6284892999975,1547.6284892999975,1548.6189872999967,1548.6585696999973,j,j,1,0.9778351999993902,1549.6089788999961,1549.6089788999961,1549.6089788999961,1549.6089788999961,1549.6089788999961,1549.6089788999961,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,242,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,positive,1549.6089788999961,1549.6089788999961,1549.6089788999961,1549.6089788999961,1550.6015695999959,1550.6323875999951,j,j,1,0.7240769999916665,1551.338880899988,1551.338880899988,1551.338880899988,1551.338880899988,1551.338880899988,1551.338880899988,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,243,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1551.338880899988,1551.338880899988,1551.338880899988,1551.338880899988,1552.3361194999889,1552.3690321999893,k,k,1,0.7729727999976603,1553.1143909999955,1553.1143909999955,1553.1143909999955,1553.1143909999955,1553.1143909999955,1553.1143909999955,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,244,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1553.1143909999955,1553.1143909999955,1553.1143909999955,1553.1143909999955,1554.1095727999927,1554.1407548999996,k,k,1,0.7940473000053316,1554.9097096999903,1554.9097096999903,1554.9097096999903,1554.9097096999903,1554.9097096999903,1554.9097096999903,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,245,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1554.9097096999903,1554.9097096999903,1554.9097096999903,1554.9097096999903,1555.908007799997,1555.9375843999878,l,l,1,0.8542352000076789,1556.771122399994,1556.771122399994,1556.771122399994,1556.771122399994,1556.771122399994,1556.771122399994,,,,,,,,,,,317,2022-12-08_12h19.43.811,Main,2022.2.2,60.2318927877292,
