target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,141,141,232,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.3550158999997,None,None,1,1.516034799999943,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,142,142,159,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.8697745999998,k,k,1,0.936000900000181,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,143,143,190,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340.8150679999999,k,k,1,1.0822908999998617,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,144,144,11,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342.8998909000002,k,k,1,0.9014376000004631,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,145,145,191,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.8024914999996,k,k,1,0.8209630999999717,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,146,146,154,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346.6293659000003,None,k,0,1.1577138000002378,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,147,147,59,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.8014710999996,k,k,1,0.7477690999994593,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,148,148,202,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.5555532999997,k,k,1,0.9342610000003333,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,149,149,155,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.4991770999995,None,None,1,1.50703059999978,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,150,150,85,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0015361999995,None,None,1,1.5098475000004328,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,151,151,205,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1358.5152155999995,None,None,1,1.5091473000002225,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,152,152,126,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361.0227747,None,None,1,1.5156427000001713,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,153,153,195,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.5421534999996,None,None,1,1.51012720000017,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,154,154,41,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.0552945,k,k,1,1.4596483999994234,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,155,155,44,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368.5231994999995,None,None,1,1.5269228999995903,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,156,156,201,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371.0494131999994,k,k,1,0.924385400000574,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,157,157,145,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.9842491,None,None,1,1.5196923000003153,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,158,158,209,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.4991448,k,k,1,1.125033500000427,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,159,159,140,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.6329890999996,None,None,1,1.5271501999995962,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,160,160,171,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.1579033999997,None,None,1,1.516779999999926,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,161,161,47,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382.6756901999997,None,None,1,1.5221255999995265,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,162,162,45,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1385.2021823999994,k,k,1,0.9483085000001665,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,163,163,79,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.1570819999997,k,k,1,1.0699305999996795,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,164,164,173,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.2355554999995,k,k,1,1.3056863000001613,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,165,165,114,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.5470882999998,None,None,1,1.5328936999994767,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,166,166,197,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.0788160000002,k,k,1,0.995523100000355,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,167,167,110,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0815639000002,None,None,1,1.5298975000005157,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,168,168,187,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.6084498,k,k,1,0.9971481000002314,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,169,169,131,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.6116065999995,None,None,1,1.5092050999992352,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,170,170,4,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.1192659999997,k,k,1,0.903784000000087,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,171,171,63,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405.0346387999998,None,None,1,1.5187937999999122,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,172,172,136,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1407.5482968999995,None,None,1,1.516082500000266,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,173,173,186,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0628476000002,None,None,1,1.5249727999998868,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,174,174,19,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.5888139999997,None,None,1,1.5190228000001298,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,175,175,96,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.1151306000002,None,None,1,1.51278050000019,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,176,176,10,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.6278670000002,None,None,1,1.5380746999999246,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,177,177,172,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.165527,k,k,1,1.0547553000005792,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,178,178,223,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422.2426925999998,k,k,1,1.0681340000001,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,179,179,176,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.3059766999995,k,k,1,1.1415414000002784,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,180,180,104,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1426.4529327,None,None,1,1.523485200000323,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,181,181,26,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1428.9709863999997,k,k,1,1.1498375000001033,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,182,182,133,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.1332861,k,k,1,1.0439638000007108,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,183,183,148,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.1808211999996,None,None,1,1.5277667000000292,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,184,184,29,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1435.7013897999996,None,None,1,1.5291699999997945,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,185,185,113,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.2357747999995,None,None,1,1.5192979000003106,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,186,186,211,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.7590455,None,None,1,1.5140517999998337,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,187,187,229,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.2824560999998,None,None,1,1.5197013000006336,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,188,188,99,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.8015051000002,None,None,1,1.5292178999998214,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,189,189,30,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.3355692999994,k,k,1,1.014715299999807,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,190,190,115,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.3630242999998,None,None,1,1.5301995999998326,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,191,191,163,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.8916665999996,k,k,1,1.0512270999997781,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,192,192,90,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.9490557999998,None,None,1,1.5303615999991962,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,193,193,101,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.4752554999995,k,k,1,0.8506482999991931,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,194,194,235,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.3428404999995,k,k,1,0.9184315000002243,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,195,195,169,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.2601114,None,None,1,1.5201823999996122,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,196,196,61,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.7779223999996,k,k,1,0.9540541999995185,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,197,197,35,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465.7456172000002,k,k,1,0.7962009000002581,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,198,198,192,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.5390634999994,k,k,1,0.900160600000163,None,0,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,199,199,119,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.4457926999994,None,None,1,1.5108558000001722,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,200,200,107,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471.9488074,None,None,1,1.5137410999996064,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,201,201,20,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.4653947999996,None,None,1,1.5314862000004723,None,1,,,,,,,,,,322,2023-02-20_13h04.10.127,Main,2022.2.2,60.20118030430248,
