distractor,target,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,main_prac,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,203,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1732.5979474,1732.5979474,1732.5979474,1732.5979474,1733.575112,1733.6346411999998,l,l,1,2.097576900000149,1735.676026,1735.676026,1735.676026,1736.7242504,1736.7242504,1736.7242504,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,204,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1736.7242504,1736.7242504,1736.7242504,1736.7242504,1737.7196211,1737.7491443999998,k,k,1,1.1969365999998445,1738.9256114,1738.9256114,1738.9256114,1738.9256114,1738.9256114,1738.9256114,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,205,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1738.9256114,1738.9256114,1738.9256114,1738.9256114,1739.9170365,1739.9462939,k,k,1,0.98746089999986,1740.9213283999998,1740.9213283999998,1740.9213283999998,1740.9213283999998,1740.9213283999998,1740.9213283999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,206,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,neutral,1740.9213283999998,1740.9213283999998,1740.9213283999998,1740.9213283999998,1741.8901442000001,1741.9526139,k,k,1,1.0067893000000367,1742.9407498,1742.9407498,1742.9407498,1742.9407498,1742.9407498,1742.9407498,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,207,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1742.9407498,1742.9407498,1742.9407498,1742.9407498,1743.9260181,1743.9567020999998,j,j,1,1.186573199999657,1745.1252627999997,1745.1252627999997,1745.1252627999997,1745.1252627999997,1745.1252627999997,1745.1252627999997,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,208,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,negative,1745.1252627999997,1745.1252627999997,1745.1252627999997,1745.1252627999997,1746.116482,1746.14779,l,l,1,1.3513853999997991,1747.4738237000001,1747.4738237000001,1747.4738237000001,1747.4738237000001,1747.4738237000001,1747.4738237000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,209,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,negative,positive,1747.4738237000001,1747.4738237000001,1747.4738237000001,1747.4738237000001,1748.4572463999998,1748.4920103999998,j,j,1,1.3752681999999368,1749.8581926000002,1749.8581926000002,1749.8581926000002,1749.8581926000002,1749.8581926000002,1749.8581926000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,210,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1749.8581926000002,1749.8581926000002,1749.8581926000002,1749.8581926000002,1750.8553954,1750.8847683,k,k,1,1.1461229000001367,1752.0107269,1752.0107269,1752.0107269,1752.0107269,1752.0107269,1752.0107269,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,13,211,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1752.0107269,1752.0107269,1752.0107269,1752.0107269,1753.0101893,1753.0411236,l,l,1,1.1669315000003735,1754.1819965,1754.1819965,1754.1819965,1754.1819965,1754.1819965,1754.1819965,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,212,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1754.1819965,1754.1819965,1754.1819965,1754.1819965,1755.1663552,1755.1957146,j,j,1,0.985485200000312,1756.1709759,1756.1709759,1756.1709759,1756.1709759,1756.1709759,1756.1709759,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,213,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1756.1709759,1756.1709759,1756.1709759,1756.1709759,1757.1489688000001,1757.2156943999998,j,j,1,0.9424143000001095,1758.1171238000002,1758.1171238000002,1758.1171238000002,1758.1171238000002,1758.1171238000002,1758.1171238000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,214,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,negative,1758.1171238000002,1758.1171238000002,1758.1171238000002,1758.1171238000002,1759.090095,1759.1507542999998,l,l,1,1.0878195000000233,1760.2031883,1760.2031883,1760.2031883,1760.2031883,1760.2031883,1760.2031883,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,215,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1760.2031883,1760.2031883,1760.2031883,1760.2031883,1761.1836999000002,1761.2494889,k,k,1,0.995917499999905,1762.2051118,1762.2051118,1762.2051118,1762.2051118,1762.2051118,1762.2051118,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,216,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1762.2051118,1762.2051118,1762.2051118,1762.2051118,1763.1859129,1763.2461417999998,k,k,1,0.9830334999996921,1764.1913848,1764.1913848,1764.1913848,1764.1913848,1764.1913848,1764.1913848,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,217,12,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,negative,1764.1913848,1764.1913848,1764.1913848,1764.1913848,1765.1885736,1765.2189216000002,l,l,1,1.1462287999997898,1766.3439354000002,1766.3439354000002,1766.3439354000002,1766.3439354000002,1766.3439354000002,1766.3439354000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,218,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,neutral,neutral,1766.3439354000002,1766.3439354000002,1766.3439354000002,1766.3439354000002,1767.3387377999998,1767.3682786,k,k,1,1.0599076999997123,1768.4022258,1768.4022258,1768.4022258,1768.4022258,1768.4022258,1768.4022258,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,219,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1768.4022258,1768.4022258,1768.4022258,1768.4022258,1769.4011004999998,1769.4306428999998,l,l,1,1.0337069000001975,1770.4414834,1770.4414834,1770.4414834,1770.4414834,1770.4414834,1770.4414834,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,220,13,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,positive,neutral,1770.4414834,1770.4414834,1770.4414834,1770.4414834,1771.4238452999998,1771.4839275999998,k,k,1,1.0998879000003399,1772.5418433,1772.5418433,1772.5418433,1772.5418433,1772.5418433,1772.5418433,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,221,2,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,positive,1772.5418433,1772.5418433,1772.5418433,1772.5418433,1773.5283611999998,1773.5595460999998,j,j,1,1.0092435999999907,1774.5571730000001,1774.5571730000001,1774.5571730000001,1774.5571730000001,1774.5571730000001,1774.5571730000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,222,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1774.5571730000001,1774.5571730000001,1774.5571730000001,1774.5571730000001,1775.5451791,1775.5750038,l,l,1,1.0479933999999957,1776.6043825000002,1776.6043825000002,1776.6043825000002,1776.6043825000002,1776.6043825000002,1776.6043825000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,223,11,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,positive,1776.6043825000002,1776.6043825000002,1776.6043825000002,1776.6043825000002,1777.5864633,1777.6483706,j,j,1,0.9800186000002213,1778.5892623,1778.5892623,1778.5892623,1778.5892623,1778.5892623,1778.5892623,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,224,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,positive,neutral,1778.5892623,1778.5892623,1778.5892623,1778.5892623,1779.5622567,1779.6266139,k,k,1,0.9531452000001082,1780.5497282000001,1780.5497282000001,1780.5497282000001,1780.5497282000001,1780.5497282000001,1780.5497282000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,225,8,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,positive,1780.5497282000001,1780.5497282000001,1780.5497282000001,1780.5497282000001,1781.5227541,1781.5866279000002,j,j,1,1.0146157000003768,1782.5656296000002,1782.5656296000002,1782.5656296000002,1782.5656296000002,1782.5656296000002,1782.5656296000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10,226,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,positive,1782.5656296000002,1782.5656296000002,1782.5656296000002,1782.5656296000002,1783.562413,1783.5961492000001,j,j,1,1.2418781999999737,1784.8115781000001,1784.8115781000001,1784.8115781000001,1784.8115781000001,1784.8115781000001,1784.8115781000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,227,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,negative,1784.8115781000001,1784.8115781000001,1784.8115781000001,1784.8115781000001,1785.8048463999999,1785.8419846000002,l,l,1,1.2741101000001436,1787.0939405,1787.0939405,1787.0939405,1787.0939405,1787.0939405,1787.0939405,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,228,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,neutral,neutral,1787.0939405,1787.0939405,1787.0939405,1787.0939405,1788.0753885,1788.1400282999998,k,k,1,1.2788147999999637,1789.3753155999998,1789.3753155999998,1789.3753155999998,1789.3753155999998,1789.3753155999998,1789.3753155999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,1,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,229,5,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,positive,1789.3753155999998,1789.3753155999998,1789.3753155999998,1789.3753155999998,1790.3662429,1790.3951563,j,j,1,1.087279099999705,1791.463392,1791.463392,1791.463392,1791.463392,1791.463392,1791.463392,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,230,7,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,neutral,1791.463392,1791.463392,1791.463392,1791.463392,1792.4640848999998,1792.4944347,k,k,1,1.1700353000001087,1793.6374316000001,1793.6374316000001,1793.6374316000001,1793.6374316000001,1793.6374316000001,1793.6374316000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,15,231,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1793.6374316000001,1793.6374316000001,1793.6374316000001,1793.6374316000001,1794.6282806999998,1794.6568389,j,j,1,1.1303213000001051,1795.7698242000001,1795.7698242000001,1795.7698242000001,1795.7698242000001,1795.7698242000001,1795.7698242000001,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,232,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1795.7698242000001,1795.7698242000001,1795.7698242000001,1795.7698242000001,1796.7436226999998,1796.8047179,l,l,1,1.2099723000001177,1797.9844914,1797.9844914,1797.9844914,1797.9844914,1797.9844914,1797.9844914,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,233,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1797.9844914,1797.9844914,1797.9844914,1797.9844914,1798.9651393999998,1799.0242404,l,l,1,1.2195669000002454,1800.2076508999999,1800.2076508999999,1800.2076508999999,1800.2076508999999,1800.2076508999999,1800.2076508999999,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,234,1,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,neutral,1800.2076508999999,1800.2076508999999,1800.2076508999999,1800.2076508999999,1801.2019906,1801.2352655999998,k,k,1,1.0409790999997313,1802.2488877,1802.2488877,1802.2488877,1802.2488877,1802.2488877,1802.2488877,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,235,17,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,positive,1802.2488877,1802.2488877,1802.2488877,1802.2488877,1803.2479454,1803.2790476,j,j,1,1.09776439999996,1804.3471356,1804.3471356,1804.3471356,1804.3471356,1804.3471356,1804.3471356,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,236,3,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,neutral,negative,1804.3471356,1804.3471356,1804.3471356,1804.3471356,1805.3267345999998,1805.3901437,l,l,1,1.0031321999999818,1806.3564505999998,1806.3564505999998,1806.3564505999998,1806.3564505999998,1806.3564505999998,1806.3564505999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3,237,15,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,positive,negative,1806.3564505999998,1806.3564505999998,1806.3564505999998,1806.3564505999998,1807.3280811,1807.3909355,l,l,1,1.2594051000000945,1808.6185784999998,1808.6185784999998,1808.6185784999998,1808.6185784999998,1808.6185784999998,1808.6185784999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,positive,2,l,j,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,238,14,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,positive,1808.6185784999998,1808.6185784999998,1808.6185784999998,1808.6185784999998,1809.5972996,1809.6570441,j,j,1,1.097778599999856,1810.7233302999998,1810.7233302999998,1810.7233302999998,1810.7233302999998,1810.7233302999998,1810.7233302999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
neutral,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,239,10,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,neutral,neutral,1810.7233302999998,1810.7233302999998,1810.7233302999998,1810.7233302999998,1811.7169506999999,1811.7528002,k,k,1,1.132049299999835,1812.8563972000002,1812.8563972000002,1812.8563972000002,1812.8563972000002,1812.8563972000002,1812.8563972000002,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,neutral,1,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,240,4,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,neutral,1812.8563972000002,1812.8563972000002,1812.8563972000002,1812.8563972000002,1813.8317714999998,1813.8977289,k,k,1,1.0043499999997039,1814.8667949,1814.8667949,1814.8667949,1814.8667949,1814.8667949,1814.8667949,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
positive,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,241,6,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,positive,negative,1814.8667949,1814.8667949,1814.8667949,1814.8667949,1815.8500064999998,1815.8870203000001,l,l,1,1.2606479999999465,1817.1330696,1817.1330696,1817.1330696,1817.1330696,1817.1330696,1817.1330696,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,1,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,8,242,0,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,negative,negative,1817.1330696,1817.1330696,1817.1330696,1817.1330696,1818.1200319999998,1818.1499801999998,l,l,1,1.0273601999997481,1819.1641405,1819.1641405,1819.1641405,1819.1641405,1819.1641405,1819.1641405,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,neutral,2,k,k,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,243,16,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,negative,neutral,1819.1641405,1819.1641405,1819.1641405,1819.1641405,1820.1547976000002,1820.1927709000001,k,k,1,1.213940300000104,1821.3799942,1821.3799942,1821.3799942,1821.3799942,1821.3799942,1821.3799942,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
negative,negative,2,j,l,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10,244,9,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,negative,negative,1821.3799942,1821.3799942,1821.3799942,1821.3799942,1822.3550046999999,1822.4154485999998,l,l,1,1.167466500000046,1823.5554287999998,1823.5554287999998,1823.5554287999998,1823.5554287999998,1823.5554287999998,1823.5554287999998,,,,,,,,,,,,,,321,2023-02-13_11h01.50.499,Main,2022.2.2,59.86052497680231,
