target,distractor,set,ans1,ans2,total_experiment.thisRepN,total_experiment.thisTrialN,total_experiment.thisN,total_experiment.thisIndex,boat.thisRepN,boat.thisTrialN,boat.thisN,boat.thisIndex,fl_rep_loop2.thisRepN,fl_rep_loop2.thisTrialN,fl_rep_loop2.thisN,fl_rep_loop2.thisIndex,flanker_prac_loop.thisRepN,flanker_prac_loop.thisTrialN,flanker_prac_loop.thisN,flanker_prac_loop.thisIndex,flanker_main_loop.thisRepN,flanker_main_loop.thisTrialN,flanker_main_loop.thisN,flanker_main_loop.thisIndex,flanker_rest.thisRepN,flanker_rest.thisTrialN,flanker_rest.thisN,flanker_rest.thisIndex,para.thisRepN,para.thisTrialN,para.thisN,para.thisIndex,para_rep_loop.thisRepN,para_rep_loop.thisTrialN,para_rep_loop.thisN,para_rep_loop.thisIndex,para_prac_loop.thisRepN,para_prac_loop.thisTrialN,para_prac_loop.thisN,para_prac_loop.thisIndex,para_main_loop.thisRepN,para_main_loop.thisTrialN,para_main_loop.thisN,para_main_loop.thisIndex,para_rest.thisRepN,para_rest.thisTrialN,para_rest.thisN,para_rest.thisIndex,fl_starter_back.started,fl_starter.started,fl_starter_text.started,fl_starter.keys,fl_starter.rt,fl_inst_resp.keys,fl_inst_resp.rt,fl_back.started,fl_mouse_prac.started,fl_mouse_prac.x,fl_mouse_prac.y,fl_mouse_prac.leftButton,fl_mouse_prac.midButton,fl_mouse_prac.rightButton,back_2.started,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_fix.started,j_button.started,k_button.started,l_button.started,targ.started,fl_fix.stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2.started,k_button2.started,l_button2.started,j_button2.stopped,k_button2.stopped,l_button2.stopped,fl_mainback.started,fl_mouse_m.started,fl_key_resp.keys,fl_key_resp.rt,fl_mouse_m.x,fl_mouse_m.y,fl_mouse_m.leftButton,fl_mouse_m.midButton,fl_mouse_m.rightButton,rest_text.started,rest_key.started,rest_inst_text.started,rest_time.started,rest_key.keys,exp_end_key.started,exp_end_back.started,exp_end_text.started,exp_end_key.keys,exp_end_key.rt,para_starter.started,para_starter_key.started,para_starter_key.keys,para_starter_key.rt,para_inst_sound.started,para_inst_key.keys,para_inst_key.rt,para_inst_image.started,para_prac_back.started,para_prac_text.started,para_fix_back.started,para_fix_2.started,para_back.started,st_ans,st_res,st_corr,st_rt,st2_resp.keys,st2_resp.corr,para_main_back.started,para_main_text.started,para_mouse.started,para_mouse.x,para_mouse.y,para_mouse.leftButton,para_mouse.midButton,para_mouse.rightButton,para_mouse.clicked_name,rest_text.stopped,rest_key.stopped,rest_inst_text.stopped,rest_time.stopped,total_end_text.started,id*,date,expName,psychopyVersion,frameRate,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,90,90,143,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546.6198101,None,None,1,1.5355391000002783,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,91,91,29,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.1669275999998,None,None,1,1.5161981999999625,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,92,92,97,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.6807189,None,None,1,1.543775000000096,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,93,93,121,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.2279871,None,None,1,1.5380559999998695,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,94,94,17,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.7743507999999,k,k,1,0.8161850000001323,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,95,95,165,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.5911634999998,None,None,1,1.5232740999999805,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,96,96,172,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561.116755,k,k,1,1.0002435000001242,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,97,97,73,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.1214473999999,None,None,1,1.5260094000000208,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,98,98,202,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1565.6459114,k,k,1,1.1771170000001803,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,99,99,45,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567.8301542,k,k,1,1.1054149999999936,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,100,100,69,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.9325239999998,None,None,1,1.519064900000103,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,101,101,110,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1572.4572779999999,None,None,1,1.5119273000000248,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,102,102,99,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1574.9730538,None,None,1,1.5290412999997898,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,103,103,84,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577.5039413999998,k,k,1,1.073633399999835,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,104,104,204,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1579.5855906000002,None,None,1,1.5374736000003395,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,105,105,75,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1582.1219207999998,None,None,1,1.5186008000000584,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,106,106,162,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1584.6493795000001,None,None,1,1.5212430000001405,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,107,107,195,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.1743032,None,None,1,1.517737600000146,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,108,108,173,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1589.6925057999997,k,k,1,1.1222011999998358,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,109,109,81,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.8230082,None,None,1,1.521402500000022,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,110,110,74,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.340726,k,k,1,1.0872702000001482,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,111,111,50,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596.4395058,None,None,1,1.5338614000002053,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,112,112,8,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.9789952,None,None,1,1.5173433999998451,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,113,113,3,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.5009775999997,k,k,1,6.155059700000038,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,114,114,11,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.6787842999997,k,k,1,1.83340730000009,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,1,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,115,115,62,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.5317168000001,None,None,1,1.5147624999999607,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,116,116,105,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0472113,k,k,1,1.3078964999999698,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,117,117,2,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1618.364853,k,k,1,0.9650576000003639,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,118,118,33,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1620.3311939,None,None,1,1.5245997000001807,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,119,119,15,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622.8513864000001,k,k,1,1.3625401999997848,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,120,120,134,0,0,0,0,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.7355441999998,1627.7355441999998,1627.7355441999998,1627.7355441999998,None,,,,,,,,,,,,,,,,,,1625.2261887,None,None,1,1.5272992000000158,None,1,,,,,,,,,,1687.7489887000002,1687.7489887000002,1687.7489887000002,1687.7489887000002,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,positive,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,120,120,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,121,121,168,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687.7489887000002,k,k,1,2.025326700000278,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1691.795787,None,None,1,1.5243406999998115,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,123,123,89,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694.3243598,None,None,1,1.5295169000000897,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,124,124,6,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1696.8590903,None,None,1,1.513598699999875,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,125,125,136,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1699.3757916999998,None,None,1,1.5388011000000006,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,126,126,10,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1701.9240397999997,None,None,1,1.5240515000000414,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,127,127,39,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.4491552999998,None,None,1,1.513498399999662,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,128,128,139,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.9663741999998,None,None,1,1.510317700000087,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,129,129,87,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.478482,k,k,1,2.6449594999999135,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,130,130,133,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.1534729999998,k,k,1,1.0369160999998712,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,131,131,183,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.1929925,k,k,1,1.076788100000158,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,132,132,21,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1718.2793290999998,None,None,1,1.5191772999996829,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,133,133,104,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720.8001106000002,None,None,1,1.509989200000291,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,134,134,111,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.3149604,k,k,1,1.1453926999997748,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,135,135,79,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.4664284,k,k,1,2.429025100000217,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,136,136,221,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729.9296232000002,k,k,1,1.0964321000001291,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,137,137,163,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.0355518000001,k,k,1,0.985134300000027,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,138,138,226,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.0272138,None,None,1,1.5076358000001164,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,139,139,61,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736.5312181,k,k,1,1.1980454000004102,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,140,140,40,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1738.7279945999999,k,k,1,1.2377424000001156,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,negative,2,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,141,141,124,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1740.9849055999998,k,k,1,0.9986174000000574,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,142,142,185,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.9846437,None,None,1,1.5353966000002401,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
yellow,positive,2,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,143,143,90,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.5198869,None,None,1,1.5090032000002793,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,positive,1,k,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,144,144,239,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.0336197000001,k,k,1,1.514086099999986,None,0,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
red,negative,2,None,None,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,145,145,160,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.5863208,None,None,1,1.5108399000000645,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
blue,negative,1,None,k,1,0,1,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,146,146,131,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754.1024612,None,None,1,1.5365311999998994,None,1,,,,,,,,,,,,,,,302,2022-10-07_11h18.57.018,Main,2022.2.2,60.03745136224678,
